text,label
hana malee,negative
teunak ulama nyan bijeh israel,neutral
pat takup pemain lokal,neutral
sabe lage nasib lon ka teulat meukawen hana neujok restu le mak lheuh nyan ka sarjana kerja peu nyan na gara lam kanto nanggroe hana syedara,neutral
kreatif bagus mangat that ta dengo irama lagu menyo irama droe bagus bro mantap x suara n musiknya video klipnya jg bagus n ga kampungan keun lage sibergek yg na ta dengo mandum lagu india dijiplak irama meusaboh pih tan irama droe video kli,positive
meukeumat that hate deungon budaya,positive
gobnyan geugaseh that le mageuh,positive
daut bereek hasan tiro le thatka lahe aneuk bajeng kajeut atop bek meutamahle aneuk bajeung,negative
lagee nyoe lagu aceh ken mangat ta lingoe bak linyoeng teuh hana copy musik gop ciri khas aceh tatbrka sep duengoe lagoe nanggroe indonesia sabee jet ta peu kong keseunian tanyoe lebeh get,positive
ek lubo,negative
apache mntap,positive
nyan yg meu asoe pembahasan mnyo atra abiya nyan peugah hna itangkap lam ulee brati ulee ureng nyan yg payah peu ubat ilme mandum yg geupeugah mudah cerna lom,neutral
galak that deungoe lagu nyoe tringat wate jak kuliah jameun,positive
abusalam ureng pelara bangai nyan brpeu ongoeng bgsa,negative
gudang garam ngon sibaak,neutral
syeki ka ipeulara le jakarta i pu bicah bangsa aceh neu paso empang keudeh,negative
semangat apahe,positive
bedoh bangsa milia,neutral
ek keu eumpeun,neutral
ek boh mansaboh boh sigam pantibang nyan,negative
jak gata sidro yak muprang brmasyarakat hana bangai le,positive
mualem puko ineng jeut tayu pimpin nyoe nangroe aceh tayu pimpin hanco aceh phak luyak,negative
pln sigli mantap,positive
pangeran salman nanggroe peureulak nyan meutamah maju,positive
aneuk abu usma teuga hai dri pasantren gonong meh meulaboh,neutral
mantap tgk kasem,positive
mantap lanjutkan,positive
keren apache bek lage tetangga sebelah,positive
bah mate geh kedeh,negative
nyan cap hana salah le,neutral
menyo hebat that kah hai pliek kaci woe keuno kapemerdeka nanggroe kah bek katoh ek bak medsos hai keraleub,neutral
hai bek lee cerita mou nyan ka hanjeud ta pajouh lee,neutral
pa partai peungeut aceh buet penjajah baroe ka jeut keu pengkhianat,negative
hayak,neutral
ek berayeut tho mou hana mehoe sahoe ka nyawa rakyat aceh hana harga,neutral
brat but,neutral
that tega kacrah,neutral
mouenyanmoue,neutral
mardeka,neutral
soeyg ternak ulama ureung nyan kageuteunak nabi ulama warehnabi soe ternak ulama kaji ternak nabi soeteunak nabi kaji ternak a,positive
pue peugah bangai nyan,negative
model sikanda lempap punoh,negative
syehky ek pukou,negative
yg hana seunang ngeun idiologi aceh merdeka nyan bijeh blahdeh laot,negative
jet nuh lago bg brmantap bg,positive
meunyoe bak praak bandum ureung jeut watee tayue buet sapeu han ase,neutral
kapeuteubit keudeh si sultan asee,negative
mangat that lagu nyou,positive
kiban na kreuh surah talob lam kubu theuh menyo lage nyan abu syik teumeunak male ngon bijeh,neutral
jroh metuah beumulia sabe,positive
hana ditangkap ureng lage syeki jet karu aceh lom entek na bko lom aceh na peng tamong lom awak aparat,negative
caci ulama ulama wareh nabiyullah,positive
awak gam komplit jipllung puteh tapak waetee jiwo ka okok lon gam ka yak gertak masyarakat,neutral
minyoe bk lon hana pah juet kugubernur pakon hana motilitas bk pugah haba,negative
penguasa jakarta jitupue ureung aceh ji deungoe intruksi ulama awaknyan jipakek tungku jipeungarohh rakyat aceh,neutral
ka le awak galak keu lagu apche brgata yg sabouh grooop bek sombong brsiat agay nyn myo sombong gen ureng laen brsemonga sukses aminn,positive
ka kaya lom awak toko mainan ka lagot beude mainan,neutral
hana etik manteng peuleumah egoo,negative
han tadeungoe haba lam hayalan meusidroe tanna deuh wajah hehe,neutral
ban calon hna got nyan yg na reuloh marwah aceh dum,negative
asai kaleuh bu baro peeh asam,neutral
bak na contoh hehehe hana pat ta koh wkwkwkwk,neutral
abu beureueh ureung ambon,neutral
kaberehh bui peusijuk ulama aceh,negative
puka pegah adoe le that ek nyoe meprang kah kajak kocok boh u luwa naggroe,negative
peu kapeugah ek boh yg perang awak laen jieh jak pajoeh capoek bule u lua nanggroe,negative
lirik irama sukses apache brmodel video clip pakaian meusyariat beda ngen video clip artih laen aceh yg ka ipuleukuto nama harom syriat aceh pertahankan apachebrgw fans berat lo beureunuen pidie mernatau d,positive
biejeeh btak haramjadah paleeh nyang poeh bangsa aceh btaknyan meusoeh bangsa aceh sampoean kieyamat tieba,negative
hana patot bangsa aceh balot le malek mahmud ci peugot referendum ban sigom aceh so yg jeuet e wali nanggroe aceh,neutral
hna gdoh khas aceh,neutral
berehyan ka hana marwahle,neutral
bereh that,positive
beuna jadwal rutin saweu dadakan sikula deuh yg jroeh asli,neutral
bereh bang fadh,positive
bereh apache na karekter droe hna teumirei ngon ata gob,neutral
lagu apache na khas droe brkeren galak teuh,positive
berehyan,positive
meulue nyang that leupah tari,positive
ek capok grak laju bek le that pu peugah,negative
kiban ta khen walkulja ieuk hana tarah wate ta ta thoeh,neutral
nyan abuman aneuk abuusman teuga planteu baakmesjid siribeboh tiang abuwon,neutral
nyan ban ka donya ulama peusijuek le pue hana ureung laen aceh,neutral
bijeh pang tibang korupsi pajoeh lom,negative
beutoi yg bang syeki peugah meunyo bangai deungo peumeufom peureuseh lagee sipang asahan nyan kon geupeubrok le syeki nyan keuh yg geukheun bahasa politik,neutral
nyan kon bndara aceh disampeng nyan bndera partai,neutral
bit kajawai cut bui nyan ka bit hana iman leu,negative
bek peugah boh boh bak media,negative
bek neperemen le pilkada nyan abeh watei manteng nejak mita raseki kedeh mangat na peu neupajoh,neutral
hahaha cocok that mahasiwa senior,neutral
butoi nyan tgku bek nubi puleuh kugoop utamakan masyarakat lokal,neutral
si zakir manah hanjeut jih keu pemimpin hana ji tuoh hana jitepue kiban mensejahterakan rakyat,negative
aceh icako lee n k r i pura hasil aceh wo uaceh jok ujawapusat jikoh koh ak siblah jibi pangkat guber nur atawa th sigolom jebak kropsi sabe ter tipu,negative
ngonso tameuprang lom wali kamegabong ngon pdi,neutral
lontem abeh paket lagu apache yg penteng bek panik,neutral
ha ha,neutral
nyan katrok lom bik yahudi yg peuanco aceh uroe jeh muprang lawan pejajah jnoe lindong penjajah sapu hanjeut tapeugah le aleh aceh nyoe nanggroe ma jih pek pek cit cipeugot pu yg galak jih,negative
yg laen ka i piyoh awak kah pu lom,neutral
abusyik aneuk buy lahe lebo buy aneuk ikreh behe lang vidio kh menye behe kawo keno roh e hay gam,negative
lon resmi garis keras fans berat man video quotbek panicquot y full version pajan leuh berehh pokok jih indie,positive
jak let lumoe lam blang ka meuprang ju sidroe bek pakat wak laen hana bangai lee ureung aceh,negative
bereh that lagu ron,positive
bandum peujuang peng luwa ngn,neutral
beutoi hai bangai rokeuh hana katupu sejarah lom,negative
butoi abu chik ugoeh thad bahasa nyan,neutral
bek bak babah mateng allah but hana lagenyan ci pubut yg rakyat yg lake aneuk syuhada le that hana rumoh ci petrok bek su inan yg raya,positive
sumperrrr abis apache lon like gata,positive
kah mangat kapeugah prang mate awak aceh kah kakak pap ma ulua nangroe inong beule katamah lom rumoh sasgoe kapeugot masyarakat hana kapike jagoe peutro perut droen mantong alal hai lempak kaleu meujok kursi partai keu awak kah jago k,negative
geuthe qu suqa music apache mcm gy music pantai,positive
pue peugah ek tgk mempropokasi kamoe rakyat awam sagai neupiyoh keudeh brpadumgoka prang aceh pue ygkameu ase sikhan raueh kadame pang cokpeng pekayadroe ngonjaweng bgsa cihukom yg salah bekpegah haba mangat sabe tgk dilua,neutral
beyeeh that,positive
nyan nyeu duet dahsyat,neutral
nyoe chit kisah udep ureung donya brpengkhianat kelas kakap bra hrefhttpwww youtube comresultssearchquerybuybuya,neutral
yg na raya syit aba,neutral
that raya ek mandua keuh,neutral
jih yg salah bek ka tenak ureung chik jih hai abu syik,neutral
leumoh aneuk muda kiban,neutral
kajawai syehki menyoe katuha cit ka jawai,neutral
kasep haba jameun,neutral
ek boh dono brka meukli ep,negative
wate bak kapejuang kompakbrwate ka lamkanto ka kasemipak,neutral
pat cok peng pribadi dicok bloe bede yg pegah dro bloe bede nyan pancuri,neutral
mak sinyak senang,neutral
semangat tgk agam bangsa aceh ka hana bereh pikiran hana meuphom dlm segalahal ternasok hukom mkajih jino bangsa aceh phampho agama anco yee ureung blahdeh laot yee karrna senjata semangat tgk agam,neutral
beh kakheun keu abu syik kathai dro beukah pha,negative
that brat hanco aceh nyo ya allah,neutral
ureung han lawan negara bek peroh bahas aceh merdeka karu manteng paken rhet lam uruek set sabe,positive
pajan man,neutral
yg bngai bangai payah tapecareng hana aceh kbeh aceh anco aceh x nyou,negative
hana ubat lagu nyoee,positive
bek lagei din mini beh adeun tawar jabatan indonesia ka payah menyerah,neutral
long ureng aceh,neutral
kajak mprang kdroe ju bek pkat pkat gob ureng aceh ka mngat udep damai lagenyoe awakdro mprang prang ju inan bek pakt gob le,neutral
ulama nyan na duabrna ulama donya ulama su brdan na ulama sebetoy betoi ulama,neutral
ji lawan prang teuntra aceh nyang gagah beurani,positive
ureueng cina galak that keu,positive
cukop mantap,positive
kapenye ureng gampong meyoe karap pemilihan hana pilihle ya allah beutaloe pa,neutral
kah pendatang sit karna kah awak blah deh laut,neutral
abu laot igo lage creh naleung,negative
bereh kureng bahasa bg khalis,positive
peng ma keuh blo bude,negative
sultan pih galak that hate,positive
awak tanyong hana nyamnung sagai topik,negative
wali agama awsk kah lege ureng pugoe yg na krek utak susah atur,negative
brutoi that abusyik,neutral
aceh jipublo ngen kedok agama nyan mandum tipe neingat kebenaran kebenaran aceh merdeka,neutral
dinoe budee gop hana yoe jih peluru pandu kapamer hana yoe jih,neutral
pat struktur nyan yg lee cina ka meuraja lela aceh,negative
braat ka ureung aceh asai peng agama hn le ulama tijeut teumenak phok luyak ka menye nyau asoe aceh,neutral
shyehki kanto pbb hana getupat gadoh pegot cuak cuak aceh,negative
mou man dum butir kaselusoe thon pakon hanjipuetrang le petinggi pa dijaga bek sampe busjo hanjued jimat menerus le awaknyan nyan cipuetupat ilei bek gadoh dawa,neutral
mantap bereh semoga sukses slalu apache,positive
ureueng india galak that keu,positive
ifadlon meunyo iwo uaceh jih phon tatembak,negative
pengkhianat luananggro fadlon pengkhianat nanggro syehki ureng aceh nesadar necernak,negative
mantap that lague ngoen sue droe n deh bang sukses k droeneh bang aamiin,positive
bereh that cek mansur,positive
gadoh pegah haba bangai sabe,negative
assalamualaikum rakan neu piyoh sigo sapo bak chennel lon tuan,neutral
bereh berkarya rakan,positive
baihaqi cukop that meuho dialog nyan,positive
nyo aceh barat pu le awak amerika kamoe sinoe kon aceh,neutral
lon stuju tat quot kali nyoe bak abusyik,neutral
hayeu that kali nyoe kolaborasi ngen tokoh nasional,positive
groooonnn that bit laguuuuu,positive
mesjid raya sholat jumaat hana iring zuhur iddah lehoe hai,neutral
tgk zakaria jln beutoi geujak,neutral
goot taat teuga ka mue dreoh manah,neutral
jijak kalon unta semetot,negative
alhamdulillah jroeh that diskusi malam nyoe insya allah acheh merdeka,positive
menyala ketua lon,positive
nyan kah ana muphom perjuangan poh bangsa,neutral
bereh apache brkon lge sibergek brlale copy lgu gop,positive
meunye sereng neuteunak ulama cit kokbrat terkenal dro neuh abusyik,negative
nyan neu tanyoeng bak muallem pakon han jln mou helsinki,neutral
saleum aneuk nanggroe bos beuh brbek tuwee subs balek beuh,neutral
bereh pramuka pidie semkga berjaya,positive
kah kapeugah haba lagee hi ureung putoh kawat coba stel wayer nya sopan,neutral
ka boh teks bak video watee ka upload bak youtube hay,neutral
kpa amppa kon sekedar dipebangai bangsa tengoh dijajah bangsa drou,negative
peu panglima meu bude han tom imat meu sidro aparat hana mate wate konflik ideh lua nangrroe yak plueng wate ka dame baro wo yak gok gok dro yak pegah dro ih panglima,neutral
bek pegah mantong ci grak laju indatu tanyo jamen hana geyak pegah langsong ge grak but rame takalon yg pegah mantong chit hana aksi,neutral
kudengoe lagu nyoe rindu keu aceh rindu kuliah rindu darussalam apache hayeue hayak laju lagu gata mantapppp,positive
hajaar abu chik muklih layak hana tadukung leee sigam nyaaan,neutral
bereh that lagu nyo,positive
hai bang manaf brdroneh kajet kegubernurbrklu keme pegah haba be ne ato bacut bek pegetbrkamo anek aceh yg laen sakit hate brkamo anek aceh barat selatan yg laenbrne anggap rohingnya,neutral
pileh mualem ureung bangai tamah jay ureung pungo tamah le ureung gasing meutamah aju aneuk harem maken rame aneuk telantar maken rame,negative
pokaima,negative
judul asoe hana sinkron,neutral
yoh prang ho ijak sigam nyoe sep jai kamate bansa aceh nyo kamuncul lom pakat poh kamoe aceh lom yg kamate neupeutanggong jaweueb ilee hadapan pbb,neutral
apache bcut hy lagu vol han ek saba le nyoe,neutral
hana deuh lago muka si fadlon an kiban hie urg jih,neutral
kajeut kapakat kaum keuh manteng,neutral
han puleh puleh bangai,negative
transportasi nanggroe geutanyoe ka maju that,positive
mualem kamenang brtema bek cheh chohbrbek layani ile awak talo,neutral
sampw poh mental lawan beuna surat palsu ngen surat asli leuh an takad aju bak jumoeh ih hercules lamiet,neutral
awak lih lubo jawa,negative
bek karuquot cok saboh jak laju merdeka,positive
mate partai aceh mate partai aceh,neutral
teu teulong abu syik,neutral
menyo aceh anco sabe gasin phampho agama obok ekonomi budaya bhs aceh merdeka nyan jln ka meploh thon keuneng peunget,negative
ka pingoe kah darwos ka kalih punggong jawa lage ase kah,negative
peu urusan ji peusumpah nyanbrpu bekna le tuntutan keu tni,neutral
bouh pue bek panik brjieh kaleuh kawen sarebrtanyoe meu mayam hana meupat loem,neutral
magat that lagu nyan,positive
kon perle merdeka tpi perle prut droh maseng,neutral
galak teuh,positive
sut rok sok luwe ktat nyan ka bala,neutral
kalinyoe hana meutari pileh pih,neutral
karna golom na buku sejarah aceh karna aceh ka ipelop sajan indonesia jih hana sejarah aceh sebeb sejarah indonesia yg na ban ka merdeka aceh yan kana buku sejarah aceh ka pisah gen indonesia,neutral
kesep pacansila,neutral
paken meunan tgk,neutral
hai masyarakat nahak maseng bek kajak peto rakyat,neutral
bereh tat aneuk muda tanyoe,positive
bismillah lam dada semoga beu meuyum ateuh tanoeh aulia nyoe allahhuakbar,positive
mantap that persatuan bangsa aceh,positive
bayang nyan that tari leumah,positive
ken abu paya pasi manteng abu mudi abu samalanga karay aceh getung atra pemerintah bit mandum dayah geterimeng peng dayah long ken fitnah long tupue dinas kementerian agama,neutral
sikula beumaju aneuk miet beucareong,positive
tanda kene makmur nagro hai bang gajah putih yan gajah iskandar muda semoga allah nebi makmur nangro ketayo,neutral
beudueh tanyoe aceh jak use jawa yg na aceh bek pelara jawa aceh,negative
marinir aceh timu ranto panyang peureulak,neutral
nyo han salah gob nyan aneuk almarhum abu suman peulanteu aceh barat,neutral
saleum banjar masin bek panik best song,positive
mantap nyan,positive
takheun keu ulama takut matee kafe lagee firun laknatullah han pateh preh wate mate,neutral
hai adun lon atawa ureung syik lon neupegah beulage but neupebut beulage na sebmenderita kamoe seubago bangsa aceh ka,positive
aceh kon ata awak pa,neutral
hai nyoe mangat that hate,positive
hercules anuk ase mita parkir kaba bude ka timbak ih keudeh pike le jawa ase tanoh ma jih hana tupu tanoh bangsa aceh,negative
aceh han gadeoh pang tibang watei daud beureueh ba hadan saleh inie kanjutkan keturunan nya,neutral
bek sabe kenang taki,neutral
nyan ka beutoy,neutral
leon nanggro gob deunge lagunya meujuta rindu timbul lam hate kau nanggro aceh yng leon cinta sukses kau apache,positive
nan tentra nyan kapntakkeukah mantong,neutral
aneik syuhada thn kebawah menyeka katuha pane syuhada lom,neutral
bangsa aceh nyo ngen rakan ek ok nyo ngen lawan boh boh ilop lang saruk komplit keu otw boh ngene tni,negative
jeuneh eungkot mangat that,positive
ji sibak ju,neutral
peu kapegah boh kreh kah syeky,negative
bek keundo apche be na buco doe mandum khaakk,positive
lon bak gaya nyan haek ku pike lge gya artis mlya,positive
hai ureng aceh gam mandum wate dom asei kameng lemoe keubei mandum yg mengrak mandum gam jinoe ureng droneh gadoh pegah panglima nyoe panglima jeh,neutral
tgk a zhar bereh loen ya simak semoga urexng laen tgk agam bek jeut keupeujilat ri bak saboh,positive
pue meuprang ban beretoh bude ka plueng ue singapore,neutral
manteng haba menyeu,neutral
utak ek puko sikula ek puko haba ek puko buet puta putie kleng carong dawa seri hanjuet longlah yg hebat longlah yg hayu hana le got goy ya allah neu hanvurkan seketila kun ya allah,negative
abu syik abu laot long tuan brmari tanyo madum bertaubat allah,positive
peu ka pegah ma awak nkri,negative
cb peget konten saweu gampong dlm bidang sosial pembangunan lebeh mantap lom,positive
asai ka dame acheh tjit kana haba bloe bude awai peusapat peng rakjat bloe bude,neutral
puko,negative
nyan politik bek terpengaruh,neutral
ribu seujata krn aceh kon senjata yg ikirem u aceh,neutral
bereh tat kana podcast,positive
innalilahi wainnalilahi rajiun brneubie ya allah ulama kamo neu teurimeung ibadat neubie beuluah kubu amin,positive
model ureng aceh hana jak beut ka meuriii lam abah meu capok ma,negative
bereh abusyik long setuju ngon droe neh awai sampe jino butoi droeneh ha ha ha,neutral
han ek le kupike sabesabe meupeukara brtak sanggup pikir salalu bermasalahbrkuliah golom leueh brgolom na gelar sarjanabrkuliah selesai gelar serjanabrmak ngon yah geutanyong brpakon golom ka wisudabribu ayah,neutral
assalammualaikum tgk hanif seuangat berjuang bangsa mulia aceh merdeka nyo lon awak seulimeum dukung bangsa aceh merdeka,neutral
sutradara nyan keuh antek jawa hai adoe,neutral
mak kandung aceh merdeka tgk pusaka aaaaaammmmmmm,neutral
ifadlon asee an pih kasoksok tuoh sejarah aceh kaleupah that carong pgh haba hn katepeu an celaka keuh kakheun keu ulama,neutral
bangai gampong peu geut male,negative
nyan taktik israil jikeulola makajih jihadu domba,neutral
nyan ban,neutral
seunang ate kamoe jak meulancong u banda,positive
gop ek gebernur tayo sibok,neutral
pue peugah ek boh peugah droe pejuang chit kah fadlon yg peucree bree bangsa atjeh meuteuoh droe pejuang,negative
hai bangai mou nyan katamat jdi hana tambahas mou,negative
cok nanggro ile,neutral
bek le tapeugah nyoe jeh mantan dum udep susah hna neutupue,neutral
aneuk bajeung paleh lam puko ma ih ken ka bajeung,negative
betoi that bang pegah dro pungo yg pungo si meran sarok,negative
meumakna tat lgu brilon awai na rakan meu neu en brrukok meu pancong brbu sboeh bungkoeh meu pajoh brtpi lon tamong penjara bak meuloe meu soeh brtpi meusidroe rakan jak jeungeut lon lam penjara bleun hna stia rupa rakan,neutral
bek neumrulumpoe nyan mandum angen syuruga ipeungeut geutanyoe le awak nyan nyan fakta sejarah hai teungku bek bangai sabe awak geutanyoe ka lagee keuleu de ipeu ngeut bak bak soet,neutral
pbb entek antek as,negative
irama karap saban mandu brgitar sabe brmeu na prubahan lage bacutbrnak mantap lom brhanya saran beh brlaen ka bereh bek copy ata gob,neutral
gadoh peuget cagok,neutral
hanamalei neu cutbul dikalon le aneuekneuh,neutral
said adnan nyan,neutral
bak tampong awak nyo trep d aceh singoh hancou bangsa aceh paroh baleh awak nyokl,neutral
hai fadlon bajeng dumna malem kah berani kapeukafe gob dum,negative
beho dibeking lee sipai bijeh cuak,negative
si bak agam,neutral
habeh lon nonton puleh saket igoe ha ha,neutral
paneh ie boh kah,negative
buy haramjadah nyan sifadlon an yahudi laknatullah jih,negative
lagee ureng bnjaga bklumpo mndum ka pa hnapeharab lee dn kon msyarakat hna syang perjuangan tp ureng yg mmimpin pa hna betoi,neutral
pakek baca tek anek mid jet,neutral
hana kajak saho makajih hana ka turi ureng,neutral
taloe wak laen lanjutkan bos jaya ad dpan mata jgan mengeluhhhh,positive
mandum saban awakdroe neuh mafia bak abah merdeka wateetakalon ka beulanja jinoe bagidua dgn kiyai yg jok bahasa syahit keurakyat tp kiyai tangeujakcit smg allah mehukum orang bunuh rakyat brdemi kepentingan harta dn tahta wanita hanco aceh nyoe,positive
yan fit imran ka pugah,neutral
pane nalom gadang sisimualem kaditameng kristen neuh gereja dum kadipuget diaceh,negative
peugah droe kopasus buet coem geuntoet si malek ngoen picet beuteh si manah hana meuphoem politik praktis ikah geuleugoeng bek kajak agoeng simanah bak aneuk bangsa hai geuleupak simalek ngoen simanah lamit hai ta ak hebat jih pat,negative
peureute munafik,negative
pendukung jawa karya syit bak peugah peubeudoh prang padahai deuk syit keu jabatan alah hai cuwak lahe thon,negative
bulequot capok kakruet,negative
hasil bumi melimpah rakyat apoh apah aleh kiban penguasa kelola nanggroe,neutral
takalon goenyoe mualem thon peuyang geupeugah peue sesuai ngon buet,positive
raya sue lua nanggroe buy nyan,negative
pkat prang lom ka tente,neutral
koyok katipek bek kajep,neutral
best brat galak lon salam batam,positive
cutbulll kajeut neu tobat hn bahasa lam donya,neutral
bersatulah wahaii rakyat aceh beek karuee seeudara lon,positive
brok that hatee sinong nyan bacut bacut awak belah deh,neutral
menyoe handibi caci nyan ureung kayue cok kemeulintei majih nyan pengkhianat awak jeep darah ureung yg ka timbakyg ka matee,negative
penteng bek panik,neutral
uupa ho ka mou hoka pakon ploh thon ka uupa hana jalan,neutral
cok merdeka manteng tgk,neutral
meulaweok lam bruk ruhung,negative
bereh bak lon na buku karangan bang taufiqulhadi judul buku kota tuhan,positive
aceh utara,neutral
sultan muhammad syah seunang,positive
peugah haba bangai ek lam kaca minyek angen paket c bet tan skla tan paleh meteraweh,negative
ureung coroeng koun hana mualem yg seharusnyalah pemimpin aceh sesuai perjuangan hangot syit perjuangan,positive
yan adun ummi yn yg siram ie cambi hn seup nafsu mlm geu peusak hop bak satri,neutral
mantap abu chik,neutral
asai pemilu pa kerja sistem pki ban sigom aceh pa penjajah bangsa aceh,negative
ku nonton na sabe hana ku subcrebe kiban jet lagenyan,neutral
buet tiep uroe tuhan meu upat keugobbrpiyoh keudeh hai bansa loen,neutral
kiban na jadeh jak pbb u aceh bak hi luepei that lagoe banda aceh lagei hana kejadian sapu pih,neutral
mangat that lage nyan,positive
gubernur saket utak peu aceh yg daerah laen planet koen pribumi cit,negative
tajo laju keunan at jimuek aneuk bude bak mita mate syahid ka rhoh mate syaheung,neutral
asoe mandum nyang neusampaikan tu sop mudahan tanyoe mandum beujeut pengikot ureung nyang pateh titah ulama,positive
jempol mameuh tuk ide kreatif nyoe saleum meuchen,positive
pbb nyan kafee terkutuk bangsa negara aceh darusallam butuh allah,negative
gobnyan salah sidroe ulama nyang meuceuhu that aceh,positive
bui jih,negative
ikey ku dukung abu salam brbrsebab gopnyan panyang oek brpanyang pemikiran brbrken lage sibotak tuet antene,positive
yg carong lua nanggroe ci wo keunoi u aceh jak peuseuleuso aceh bek le peusalah ponyo pojeh wo keuno peu saboh dro duk pakat peuteupat yg hana teupat tanyong pendapat bak ulama rakyat aceh bek prak mbong sinan dilua nanggroe,neutral
lirik lagu lagak meu asoe pesan moral braksen vocalis meu acehbrsettingan patenbrcuma watee ku kaloen lam padup boh klip yg klip nyan na peran tokoh ureung inoeng lage pakaian ketat mohon perhatian brsaboh,positive
aceh janen megah mansaboh donya aceh jinou lengkap maksit,neutral
lucu tat muka hansip nyan brwkwkwkwkwkwk,neutral
bek kajak peuget karu lam nanggro leuh ka kachuk ie ka plung uluwa,neutral
egak takut darurat militer,neutral
prank ek boh,negative
na careung meupakeu sabe keudroe,neutral
nyoe baroe masterpiece,neutral
makek n muzakir pergi dri nanggro aceh use mandua,negative
apui lam seukeum mudahmudahan rakyat aceh hana bangai lee,neutral
ek ban saboh luboe,negative
droe keudroe,neutral
kapucrok laju kudeh,negative
mentauhid allah izin allah aceh merdeka kaye beuna cit keu peula kap,neutral
judul ngon asoe video hana sesuai,neutral
tgk kasem lagak hat tapesandeng dgn tgk syehki presiden dcrr kbn awak dron,positive
seudheh that ta deungo lagu nyoe pajan aparat dihukum mati nyan,neutral
gobnyan ka na peundidekan nyang jroh,positive
nyoe mantong teudong meugah geupeugot,positive
nyan anek almarhum abu usuman meulaboh baje gobnyan suci baje geutanyoe gleh,neutral
good luck for apache,positive
cok pajak bak rakyat aceh,neutral
hie bui dum muka jihh,negative
alah hai po alah hai tuhan allahu rabbi abu syik abu syik merdeka,neutral
panggil tgk fatlon hai jih kon tungku si patlon nyan ureung kheun tgku si fatlon lempap nyan awak adu domba kayue jak letma ikeudeh dosa keuh meuyoe kaheei jih tgk a hrefhttpfatlon sifatlon sia fatlon kon tgk jih jih lempap,negative
bereh rakan sukses sabe apache,positive
ka pecah belah hana le,neutral
rakyat aceh bek terpengaruh awaknyan ribut nyan konten mita peng sandiwara,neutral
kru semangat mantap,positive
bek lage yg laen beuh gadoh copy lagu india,neutral
nyan jls abu syik loen,neutral
yan kakupateih abu,neutral
manteng na areung koh aba ureung laen me gedenge golom sok carengsok tau kabeh metanom bak ureung aceh manteng hana sadarsadar,neutral
cukop nyata lagunyo,neutral
oh peenget kalawan hai bangai beksengap droukeh awak kah katrou pruut makajih sengap,negative
hana tamong saho pih yu ceu nan kiban taceu hana ituleh,neutral
apache emang bereeh,positive
bak media nepegah haba bangai hana maleneh droneh careng bak propaganda jra ureng iketdroneh,negative
haba bangai mandum nyan dek vat,negative
lamiet jawa cit nyan,negative
aceh jaya,neutral
aci peujak but lage hamas inya allah merdeka,neutral
bangai mandum,negative
betuei nyan buet puepakegop,neutral
haba jroh pidie prokes ide lahir droue droue pegah kedroue jaweb kedroue,neutral
rak yat aceh bersatu,neutral
jroeh that nyan tgk fadlon,positive
bereh that wabup lon,positive
geupeuget klayi ngon peuriwanglom peuneulueng ngon keumeugahan majapahit,positive
ka jet kepeminpin pe na yg ka dibangun,neutral
man keuh pancuri kameng,negative
butoy tgk saidi bek tasiram ie campli,neutral
alah hai keu ulama ka caci kah yg buy ban saboh gurupoh keuh aneuk bajeung kah fatlon,negative
menyala tgk muallem,positive
hai abu kerapei igou neu berenda ilei,negative
geuthei wabup nyan asli suara khas kuya ber stereo hahhaa,neutral
juri yg kalheuh ditunyok pue tugas ureung nyan lkon menilai isi bacaan quran asoe dompet,neutral
mantap juta view,positive
lagak mandum,positive
buy puteh,negative
jeulah tgk azhar sehat sabe ban bandum,positive
setres,negative
saleum abu dhabibraneuk atjeh gron,positive
hay lempa bangai santri hana senjata tugaih santri belajar ilmu tugaih kah muprang na senjata ho kaba senjata bangai troeh lam punggoeng han puleh bangai nyoe mungken ban lheh sabeemaboek,negative
cut bul kalage ase pungoe,negative
ka bereh a hrefhttpnyan penyan pea tingkat lom lagu jih,positive
oulia hanadeuh bek yg hana hana neu peugah salah jalur nyan im chedara,neutral
puncak keumeugahan meuyub printah sultan eseukanda muda,positive
mandum carong bk pgah a hrefhttphba pehba pea lom syeki,neutral
mandum kadoh peugah haba pemilihan yg cok gaji gop yg na pangkat ngon jabatan gop awak drokeuh kadaoh kameupake pileh penguasa bejat dum kadohpileh budak dajjal dum,negative
bereh thatt lon musisi bangga ngoen musiknyoo,positive
leuh nging apache langsong bak penutupan majelis anwarul habib langsong galakurojeh galak dengo lagu aja sekedar tp jino bit ka jeut penggemar,positive
chanel nyo bek jt keu provokasi dn si fadlon nyn bek leupah that su mnyo jih haye yupkat keluarga jih cok aceh merdeka bek prak bk media,neutral
nyan teungoh jaya that,positive
nyan neubloe aju saboh,neutral
hambo mae pong aceh aceh aceh,neutral
gara awak nyan male aceh laen,positive
jawa banmandum awak kah aceh awak jawa,negative
juelas that tgku fatlonbrnuerah mandu ulee penjajah bangsa aceh kamoe yg bangai ka mendukung tgku fatlon merdeka wslm,neutral
that niet ureueng nyang meuniaga bak keudee nyan,positive
peu yg ka prak lee ureng pungoe nyam,negative
gampuko gadoh tunak ma,negative
leumak ngon mangat jih,positive
but oi nyan,neutral
kiban tapegot islam kaffah aceh bacut bacut ranah politik alai hai rum tenget,neutral
janjin palimang tibang kpa pa puko ase jawa rahayu kebajikan,negative
pap lumo wali nyoe wali jeh peu ka meu hase,negative
